50 50
c[22][28] = 1633.5
c[22][29] = 1156.01
c[22][30] = 1427.03
c[22][31] = 1169.01
c[22][32] = 1070.95
c[22][33] = 1290.43
c[22][34] = 1580.96
c[22][35] = 1014.08
c[22][36] = 1116.69
c[22][37] = 1260.77
c[22][38] = 1418.25
c[22][39] = 864.359
c[22][40] = 1277.3
c[22][41] = 1417.71
c[22][42] = 1411.53
c[22][43] = 1278.68
c[22][44] = 1348.11
c[22][45] = 1186.78
c[22][46] = 1099.69
c[22][47] = 1213.09
c[22][48] = 1144.35
c[22][49] = 1294.82
c[22][50] = 1216.05
c[23][1] = 1333.7
c[23][2] = 1246.47
c[23][3] = 1348.76
c[23][4] = 1218.78
c[23][5] = 1117.59
c[23][6] = 1392.44
c[23][7] = 1014.51
c[23][8] = 1141.07
c[23][9] = 1216.82
c[23][10] = 1052.1
c[23][11] = 1217.98
c[23][12] = 1067.92
c[23][13] = 1336.68
c[23][14] = 1521.58
c[23][15] = 1323.1
c[23][16] = 1236.3
c[23][17] = 1128.45
c[23][18] = 1185.02
c[23][19] = 1451.92
c[23][20] = 1394.28
c[23][21] = 1310.08
c[23][22] = 1011.96
c[23][23] = 1093.93
c[23][24] = 1237.67
c[23][25] = 1171.38
c[23][26] = 1044.41
c[23][27] = 1331.84
c[23][28] = 1633.5
c[23][29] = 1156.01
c[23][30] = 1427.03
c[23][31] = 1169.01
c[23][32] = 1070.95
c[23][33] = 1290.43
c[23][34] = 1580.96
c[23][35] = 1014.08
c[23][36] = 1116.69
c[23][37] = 1260.77
c[23][38] = 1418.25
c[23][39] = 864.359
c[23][40] = 1277.3
c[23][41] = 1417.71
c[23][42] = 1411.53
c[23][43] = 1278.68
c[23][44] = 1348.11
c[23][45] = 1186.78
c[23][46] = 1099.69
c[23][47] = 1213.09
c[23][48] = 1144.35
c[23][49] = 1294.82
c[23][50] = 1216.05
c[24][1] = 1333.7
c[24][2] = 1246.47
c[24][3] = 1348.76
c[24][4] = 1218.78
c[24][5] = 1117.59
c[24][6] = 1392.44
c[24][7] = 1014.51
c[24][8] = 1141.07
c[24][9] = 1216.82
c[24][10] = 1052.1
c[24][11] = 1217.98
c[24][12] = 1067.92
c[24][13] = 1336.68
c[24][14] = 1521.58
c[24][15] = 1323.1
c[24][16] = 1236.3
c[24][17] = 1128.45
c[24][18] = 1185.02
c[24][19] = 1451.92
c[24][20] = 1394.28
c[24][21] = 1310.08
c[24][22] = 1011.96
c[24][23] = 1093.93
c[24][24] = 1237.67
c[24][25] = 1171.38
c[24][26] = 1044.41
c[24][27] = 1331.84
c[24][28] = 1633.5
c[24][29] = 1156.01
c[24][30] = 1427.03
c[24][31] = 1169.01
c[24][32] = 1070.95
c[24][33] = 1290.43
c[24][34] = 1580.96
c[24][35] = 1014.08
c[24][36] = 1116.69
c[24][37] = 1260.77
c[24][38] = 1418.25
c[24][39] = 864.359
c[24][40] = 1277.3
c[24][41] = 1417.71
c[24][42] = 1411.53
c[24][43] = 1278.68
c[24][44] = 1348.11
c[24][45] = 1186.78
c[24][46] = 1099.69
c[24][47] = 1213.09
c[24][48] = 1144.35
c[24][49] = 1294.82
c[24][50] = 1216.05
c[25][1] = 1333.7
c[25][2] = 1246.47
c[25][3] = 1348.76
c[25][4] = 1218.78
c[25][5] = 1117.59
c[25][6] = 1392.44
c[25][7] = 1014.51
c[25][8] = 1141.07
c[25][9] = 1216.82
c[25][10] = 1052.1
c[25][11] = 1217.98
c[25][12] = 1067.92
c[25][13] = 1336.68
c[25][14] = 1521.58
c[25][15] = 1323.1
c[25][16] = 1236.3
c[25][17] = 1128.45
c[25][18] = 1185.02
c[25][19] = 1451.92
c[25][20] = 1394.28
c[25][21] = 1310.08
c[25][22] = 1011.96
c[25][23] = 1093.93
c[25][24] = 1237.67
c[25][25] = 1171.38
c[25][26] = 1044.41
c[25][27] = 1331.84
c[25][28] = 1633.5
c[25][29] = 1156.01
c[25][30] = 1427.03
c[25][31] = 1169.01
c[25][32] = 1070.95
c[25][33] = 1290.43
c[25][34] = 1580.96
c[25][35] = 1014.08
c[25][36] = 1116.69
c[25][37] = 1260.77
c[25][38] = 1418.25
c[25][39] = 864.359
c[25][40] = 1277.3
c[25][41] = 1417.71
c[25][42] = 1411.53
c[25][43] = 1278.68
c[25][44] = 1348.11
c[25][45] = 1186.78
c[25][46] = 1099.69
c[25][47] = 1213.09
c[25][48] = 1144.35
c[25][49] = 1294.82
c[25][50] = 1216.05
c[26][1] = 1333.7
c[26][2] = 1246.47
c[26][3] = 1348.76
c[26][4] = 1218.78
c[26][5] = 1117.59
c[26][6] = 1392.44
c[26][7] = 1014.51
c[26][8] = 1141.07
c[26][9] = 1216.82
c[26][10] = 1052.1
c[26][11] = 1217.98
c[26][12] = 1067.92
c[26][13] = 1336.68
c[26][14] = 1521.58
c[26][15] = 1323.1
c[26][16] = 1236.3
c[26][17] = 1128.45
c[26][18] = 1185.02
c[26][19] = 1451.92
c[26][20] = 1394.28
c[26][21] = 1310.08
c[26][22] = 1011.96
c[26][23] = 1093.93
c[26][24] = 1237.67
c[26][25] = 1171.38
c[26][26] = 1044.41
c[26][27] = 1331.84
c[26][28] = 1633.5
c[26][29] = 1156.01
c[26][30] = 1427.03
c[26][31] = 1169.01
c[26][32] = 1070.95
c[26][33] = 1290.43
c[26][34] = 1580.96
c[26][35] = 1014.08
c[26][36] = 1116.69
c[26][37] = 1260.77
c[26][38] = 1418.25
c[26][39] = 864.359
c[26][40] = 1277.3
c[26][41] = 1417.71
c[26][42] = 1411.53
c[26][43] = 1278.68
c[26][44] = 1348.11
c[26][45] = 1186.78
c[26][46] = 1099.69
c[26][47] = 1213.09
c[26][48] = 1144.35
c[26][49] = 1294.82
c[26][50] = 1216.05
c[27][1] = 1333.7
c[27][2] = 1246.47
c[27][3] = 1348.76
c[27][4] = 1218.78
c[27][5] = 1117.59
c[27][6] = 1392.44
c[27][7] = 1014.51
c[27][8] = 1141.07
c[27][9] = 1216.82
c[27][10] = 1052.1
c[27][11] = 1217.98
c[27][12] = 1067.92
c[27][13] = 1336.68
c[27][14] = 1521.58
c[27][15] = 1323.1
c[27][16] = 1236.3
c[27][17] = 1128.45
c[27][18] = 1185.02
c[27][19] = 1451.92
c[27][20] = 1394.28
c[27][21] = 1310.08
c[27][22] = 1011.96
c[27][23] = 1093.93
c[27][24] = 1237.67
c[27][25] = 1171.38
c[27][26] = 1044.41
c[27][27] = 1331.84
c[27][28] = 1633.5
c[27][29] = 1156.01
c[27][30] = 1427.03
c[27][31] = 1169.01
c[27][32] = 1070.95
c[27][33] = 1290.43
c[27][34] = 1580.96
c[27][35] = 1014.08
c[27][36] = 1116.69
c[27][37] = 1260.77
c[27][38] = 1418.25
c[27][39] = 864.359
c[27][40] = 1277.3
c[27][41] = 1417.71
c[27][42] = 1411.53
c[27][43] = 1278.68
c[27][44] = 1348.11
c[27][45] = 1186.78
c[27][46] = 1099.69
c[27][47] = 1213.09
c[27][48] = 1144.35
c[27][49] = 1294.82
c[27][50] = 1216.05
c[28][1] = 1333.7
c[28][2] = 1246.47
c[28][3] = 1348.76
c[28][4] = 1218.78
c[28][5] = 1117.59
c[28][6] = 1392.44
c[28][7] = 1014.51
c[28][8] = 1141.07
c[28][9] = 1216.82
c[28][10] = 1052.1
c[28][11] = 1217.98
c[28][12] = 1067.92
c[28][13] = 1336.68
c[28][14] = 1521.58
c[28][15] = 1323.1
c[28][16] = 1236.3
c[28][17] = 1128.45
c[28][18] = 1185.02
c[28][19] = 1451.92
c[28][20] = 1394.28
c[28][21] = 1310.08
c[28][22] = 1011.96
c[28][23] = 1093.93
c[28][24] = 1237.67
c[28][25] = 1171.38
c[28][26] = 1044.41
c[28][27] = 1331.84
c[28][28] = 1633.5
c[28][29] = 1156.01
c[28][30] = 1427.03
c[28][31] = 1169.01
c[28][32] = 1070.95
c[28][33] = 1290.43
c[28][34] = 1580.96
c[28][35] = 1014.08
c[28][36] = 1116.69
c[28][37] = 1260.77
c[28][38] = 1418.25
c[28][39] = 864.359
c[28][40] = 1277.3
c[28][41] = 1417.71
c[28][42] = 1411.53
c[28][43] = 1278.68
c[28][44] = 1348.11
c[28][45] = 1186.78
c[28][46] = 1099.69
c[28][47] = 1213.09
c[28][48] = 1144.35
c[28][49] = 1294.82
c[28][50] = 1216.05
c[29][1] = 1333.7
c[29][2] = 1246.47
c[29][3] = 1348.76
c[29][4] = 1218.78
c[29][5] = 1117.59
c[29][6] = 1392.44
c[29][7] = 1014.51
c[29][8] = 1141.07
c[29][9] = 1216.82
c[29][10] = 1052.1
c[29][11] = 1217.98
c[29][12] = 1067.92
c[29][13] = 1336.68
c[29][14] = 1521.58
c[29][15] = 1323.1
c[29][16] = 1236.3
c[29][17] = 1128.45
c[29][18] = 1185.02
c[29][19] = 1451.92
c[29][20] = 1394.28
c[29][21] = 1310.08
c[29][22] = 1011.96
c[29][23] = 1093.93
c[29][24] = 1237.67
c[29][25] = 1171.38
c[29][26] = 1044.41
c[29][27] = 1331.84
c[29][28] = 1633.5
c[29][29] = 1156.01
c[29][30] = 1427.03
c[29][31] = 1169.01
c[29][32] = 1070.95
c[29][33] = 1290.43
c[29][34] = 1580.96
c[29][35] = 1014.08
c[29][36] = 1116.69
c[29][37] = 1260.77
c[29][38] = 1418.25
c[29][39] = 864.359
c[29][40] = 1277.3
c[29][41] = 1417.71
c[29][42] = 1411.53
c[29][43] = 1278.68
c[29][44] = 1348.11
c[29][45] = 1186.78
c[29][46] = 1099.69
c[29][47] = 1213.09
c[29][48] = 1144.35
c[29][49] = 1294.82
c[29][50] = 1216.05
c[30][1] = 1333.7
c[30][2] = 1246.47
c[30][3] = 1348.76
c[30][4] = 1218.78
c[30][5] = 1117.59
c[30][6] = 1392.44
c[30][7] = 1014.51
c[30][8] = 1141.07
c[30][9] = 1216.82
c[30][10] = 1052.1
c[30][11] = 1217.98
c[30][12] = 1067.92
c[30][13] = 1336.68
c[30][14] = 1521.58
c[30][15] = 1323.1
c[30][16] = 1236.3
c[30][17] = 1128.45
c[30][18] = 1185.02
c[30][19] = 1451.92
c[30][20] = 1394.28
c[30][21] = 1310.08
c[30][22] = 1011.96
c[30][23] = 1093.93
c[30][24] = 1237.67
c[30][25] = 1171.38
c[30][26] = 1044.41
c[30][27] = 1331.84
c[30][28] = 1633.5
c[30][29] = 1156.01
c[30][30] = 1427.03
c[30][31] = 1169.01
c[30][32] = 1070.95
c[30][33] = 1290.43
c[30][34] = 1580.96
c[30][35] = 1014.08
c[30][36] = 1116.69
c[30][37] = 1260.77
c[30][38] = 1418.25
c[30][39] = 864.359
c[30][40] = 1277.3
c[30][41] = 1417.71
c[30][42] = 1411.53
c[30][43] = 1278.68
c[30][44] = 1348.11
c[30][45] = 1186.78
c[30][46] = 1099.69
c[30][47] = 1213.09
c[30][48] = 1144.35
c[30][49] = 1294.82
c[30][50] = 1216.05
c[31][1] = 1333.7
c[31][2] = 1246.47
c[31][3] = 1348.76
c[31][4] = 1218.78
c[31][5] = 1117.59
c[31][6] = 1392.44
c[31][7] = 1014.51
c[31][8] = 1141.07
c[31][9] = 1216.82
c[31][10] = 1052.1
c[31][11] = 1217.98
c[31][12] = 1067.92
c[31][13] = 1336.68
c[31][14] = 1521.58
c[31][15] = 1323.1
c[31][16] = 1236.3
c[31][17] = 1128.45
c[31][18] = 1185.02
c[31][19] = 1451.92
c[31][20] = 1394.28
c[31][21] = 1310.08
c[31][22] = 1011.96
c[31][23] = 1093.93
c[31][24] = 1237.67
c[31][25] = 1171.38
c[31][26] = 1044.41
c[31][27] = 1331.84
c[31][28] = 1633.5
c[31][29] = 1156.01
c[31][30] = 1427.03
c[31][31] = 1169.01
c[31][32] = 1070.95
c[31][33] = 1290.43
c[31][34] = 1580.96
c[31][35] = 1014.08
c[31][36] = 1116.69
c[31][37] = 1260.77
c[31][38] = 1418.25
c[31][39] = 864.359
c[31][40] = 1277.3
c[31][41] = 1417.71
c[31][42] = 1411.53
c[31][43] = 1278.68
c[31][44] = 1348.11
c[31][45] = 1186.78
c[31][46] = 1099.69
c[31][47] = 1213.09
c[31][48] = 1144.35
c[31][49] = 1294.82
c[31][50] = 1216.05
c[32][1] = 1333.7
c[32][2] = 1246.47
c[32][3] = 1348.76
c[32][4] = 1218.78
c[32][5] = 1117.59
c[32][6] = 1392.44
c[32][7] = 1014.51
c[32][8] = 1141.07
c[32][9] = 1216.82
c[32][10] = 1052.1
c[32][11] = 1217.98
c[32][12] = 1067.92
c[32][13] = 1336.68
c[32][14] = 1521.58
c[32][15] = 1323.1
c[32][16] = 1236.3
c[32][17] = 1128.45
c[32][18] = 1185.02
c[32][19] = 1451.92
c[32][20] = 1394.28
c[32][21] = 1310.08
c[32][22] = 1011.96
c[32][23] = 1093.93
c[32][24] = 1237.67
c[32][25] = 1171.38
c[32][26] = 1044.41
c[32][27] = 1331.84
c[32][28] = 1633.5
c[32][29] = 1156.01
c[32][30] = 1427.03
c[32][31] = 1169.01
c[32][32] = 1070.95
c[32][33] = 1290.43
c[32][34] = 1580.96
c[32][35] = 1014.08
c[32][36] = 1116.69
c[32][37] = 1260.77
c[32][38] = 1418.25
c[32][39] = 864.359
c[32][40] = 1277.3
c[32][41] = 1417.71
c[32][42] = 1411.53
c[32][43] = 1278.68
c[32][44] = 1348.11
c[32][45] = 1186.78
c[32][46] = 1099.69
c[32][47] = 1213.09
c[32][48] = 1144.35
c[32][49] = 1294.82
c[32][50] = 1216.05
c[33][1] = 1333.7
c[33][2] = 1246.47
c[33][3] = 1348.76
c[33][4] = 1218.78
c[33][5] = 1117.59
c[33][6] = 1392.44
c[33][7] = 1014.51
c[33][8] = 1141.07
c[33][9] = 1216.82
c[33][10] = 1052.1
c[33][11] = 1217.98
c[33][12] = 1067.92
c[33][13] = 1336.68
c[33][14] = 1521.58
c[33][15] = 1323.1
c[33][16] = 1236.3
c[33][17] = 1128.45
c[33][18] = 1185.02
c[33][19] = 1451.92
c[33][20] = 1394.28
c[33][21] = 1310.08
c[33][22] = 1011.96
c[33][23] = 1093.93
c[33][24] = 1237.67
c[33][25] = 1171.38
c[33][26] = 1044.41
c[33][27] = 1331.84
c[33][28] = 1633.5
c[33][29] = 1156.01
c[33][30] = 1427.03
c[33][31] = 1169.01
c[33][32] = 1070.95
c[33][33] = 1290.43
c[33][34] = 1580.96
c[33][35] = 1014.08
c[33][36] = 1116.69
c[33][37] = 1260.77
c[33][38] = 1418.25
c[33][39] = 864.359
c[33][40] = 1277.3
c[33][41] = 1417.71
c[33][42] = 1411.53
c[33][43] = 1278.68
c[33][44] = 1348.11
c[33][45] = 1186.78
c[33][46] = 1099.69
c[33][47] = 1213.09
c[33][48] = 1144.35
c[33][49] = 1294.82
c[33][50] = 1216.05
c[34][1] = 1333.7
c[34][2] = 1246.47
c[34][3] = 1348.76
c[34][4] = 1218.78
c[34][5] = 1117.59
c[34][6] = 1392.44
c[34][7] = 1014.51
c[34][8] = 1141.07
c[34][9] = 1216.82
c[34][10] = 1052.1
c[34][11] = 1217.98
c[34][12] = 1067.92
c[34][13] = 1336.68
c[34][14] = 1521.58
c[34][15] = 1323.1
c[34][16] = 1236.3
c[34][17] = 1128.45
c[34][18] = 1185.02
c[34][19] = 1451.92
c[34][20] = 1394.28
c[34][21] = 1310.08
c[34][22] = 1011.96
c[34][23] = 1093.93
c[34][24] = 1237.67
c[34][25] = 1171.38
c[34][26] = 1044.41
c[34][27] = 1331.84
c[34][28] = 1633.5
c[34][29] = 1156.01
c[34][30] = 1427.03
c[34][31] = 1169.01
c[34][32] = 1070.95
c[34][33] = 1290.43
c[34][34] = 1580.96
c[34][35] = 1014.08
c[34][36] = 1116.69
c[34][37] = 1260.77
c[34][38] = 1418.25
c[34][39] = 864.359
c[34][40] = 1277.3
c[34][41] = 1417.71
c[34][42] = 1411.53
c[34][43] = 1278.68
c[34][44] = 1348.11
c[34][45] = 1186.78
c[34][46] = 1099.69
c[34][47] = 1213.09
c[34][48] = 1144.35
c[34][49] = 1294.82
c[34][50] = 1216.05
c[35][1] = 1333.7
c[35][2] = 1246.47
c[35][3] = 1348.76
c[35][4] = 1218.78
c[35][5] = 1117.59
c[35][6] = 1392.44
c[35][7] = 1014.51
c[35][8] = 1141.07
c[35][9] = 1216.82
c[35][10] = 1052.1
c[35][11] = 1217.98
c[35][12] = 1067.92
c[35][13] = 1336.68
c[35][14] = 1521.58
c[35][15] = 1323.1
c[35][16] = 1236.3
c[35][17] = 1128.45
c[35][18] = 1185.02
c[35][19] = 1451.92
c[35][20] = 1394.28
c[35][21] = 1310.08
c[35][22] = 1011.96
c[35][23] = 1093.93
c[35][24] = 1237.67
c[35][25] = 1171.38
c[35][26] = 1044.41
c[35][27] = 1331.84
c[35][28] = 1633.5
c[35][29] = 1156.01
c[35][30] = 1427.03
c[35][31] = 1169.01
c[35][32] = 1070.95
c[35][33] = 1290.43
c[35][34] = 1580.96
c[35][35] = 1014.08
c[35][36] = 1116.69
c[35][37] = 1260.77
c[35][38] = 1418.25
c[35][39] = 864.359
c[35][40] = 1277.3
c[35][41] = 1417.71
c[35][42] = 1411.53
c[35][43] = 1278.68
c[35][44] = 1348.11
c[35][45] = 1186.78
c[35][46] = 1099.69
c[35][47] = 1213.09
c[35][48] = 1144.35
c[35][49] = 1294.82
c[35][50] = 1216.05
c[36][1] = 1333.7
c[36][2] = 1246.47
c[36][3] = 1348.76
c[36][4] = 1218.78
c[36][5] = 1117.59
c[36][6] = 1392.44
c[36][7] = 1014.51
c[36][8] = 1141.07
c[36][9] = 1216.82
c[36][10] = 1052.1
c[36][11] = 1217.98
c[36][12] = 1067.92
c[36][13] = 1336.68
c[36][14] = 1521.58
c[36][15] = 1323.1
c[36][16] = 1236.3
c[36][17] = 1128.45
c[36][18] = 1185.02
c[36][19] = 1451.92
c[36][20] = 1394.28
c[36][21] = 1310.08
c[36][22] = 1011.96
c[36][23] = 1093.93
c[36][24] = 1237.67
c[36][25] = 1171.38
c[36][26] = 1044.41
c[36][27] = 1331.84
c[36][28] = 1633.5
c[36][29] = 1156.01
c[36][30] = 1427.03
c[36][31] = 1169.01
c[36][32] = 1070.95
c[36][33] = 1290.43
c[36][34] = 1580.96
c[36][35] = 1014.08
c[36][36] = 1116.69
c[36][37] = 1260.77
c[36][38] = 1418.25
c[36][39] = 864.359
c[36][40] = 1277.3
c[36][41] = 1417.71
c[36][42] = 1411.53
c[36][43] = 1278.68
c[36][44] = 1348.11
c[36][45] = 1186.78
c[36][46] = 1099.69
c[36][47] = 1213.09
c[36][48] = 1144.35
c[36][49] = 1294.82
c[36][50] = 1216.05
c[37][1] = 1333.7
c[37][2] = 1246.47
c[37][3] = 1348.76
c[37][4] = 1218.78
c[37][5] = 1117.59
c[37][6] = 1392.44
c[37][7] = 1014.51
c[37][8] = 1141.07
c[37][9] = 1216.82
c[37][10] = 1052.1
c[37][11] = 1217.98
c[37][12] = 1067.92
c[37][13] = 1336.68
c[37][14] = 1521.58
c[37][15] = 1323.1
c[37][16] = 1236.3
c[37][17] = 1128.45
c[37][18] = 1185.02
c[37][19] = 1451.92
c[37][20] = 1394.28
c[37][21] = 1310.08
c[37][22] = 1011.96
c[37][23] = 1093.93
c[37][24] = 1237.67
c[37][25] = 1171.38
c[37][26] = 1044.41
c[37][27] = 1331.84
c[37][28] = 1633.5
c[37][29] = 1156.01
c[37][30] = 1427.03
c[37][31] = 1169.01
c[37][32] = 1070.95
c[37][33] = 1290.43
c[37][34] = 1580.96
c[37][35] = 1014.08
c[37][36] = 1116.69
c[37][37] = 1260.77
c[37][38] = 1418.25
c[37][39] = 864.359
c[37][40] = 1277.3
c[37][41] = 1417.71
c[37][42] = 1411.53
c[37][43] = 1278.68
c[37][44] = 1348.11
c[37][45] = 1186.78
c[37][46] = 1099.69
c[37][47] = 1213.09
c[37][48] = 1144.35
c[37][49] = 1294.82
c[37][50] = 1216.05
c[38][1] = 1333.7
c[38][2] = 1246.47
c[38][3] = 1348.76
c[38][4] = 1218.78
c[38][5] = 1117.59
c[38][6] = 1392.44
c[38][7] = 1014.51
c[38][8] = 1141.07
c[38][9] = 1216.82
c[38][10] = 1052.1
c[38][11] = 1217.98
c[38][12] = 1067.92
c[38][13] = 1336.68
c[38][14] = 1521.58
c[38][15] = 1323.1
c[38][16] = 1236.3
c[38][17] = 1128.45
c[38][18] = 1185.02
c[38][19] = 1451.92
c[38][20] = 1394.28
c[38][21] = 1310.08
c[38][22] = 1011.96
c[38][23] = 1093.93
c[38][24] = 1237.67
c[38][25] = 1171.38
c[38][26] = 1044.41
c[38][27] = 1331.84
c[38][28] = 1633.5
c[38][29] = 1156.01
c[38][30] = 1427.03
c[38][31] = 1169.01
c[38][32] = 1070.95
c[38][33] = 1290.43
c[38][34] = 1580.96
c[38][35] = 1014.08
c[38][36] = 1116.69
c[38][37] = 1260.77
c[38][38] = 1418.25
c[38][39] = 864.359
c[38][40] = 1277.3
c[38][41] = 1417.71
c[38][42] = 1411.53
c[38][43] = 1278.68
c[38][44] = 1348.11
c[38][45] = 1186.78
c[38][46] = 1099.69
c[38][47] = 1213.09
c[38][48] = 1144.35
c[38][49] = 1294.82
c[38][50] = 1216.05
c[39][1] = 1333.7
c[39][2] = 1246.47
c[39][3] = 1348.76
c[39][4] = 1218.78
c[39][5] = 1117.59
c[39][6] = 1392.44
c[39][7] = 1014.51
c[39][8] = 1141.07
c[39][9] = 1216.82
c[39][10] = 1052.1
c[39][11] = 1217.98
c[39][12] = 1067.92
c[39][13] = 1336.68
c[39][14] = 1521.58
c[39][15] = 1323.1
c[39][16] = 1236.3
c[39][17] = 1128.45
c[39][18] = 1185.02
c[39][19] = 1451.92
c[39][20] = 1394.28
c[39][21] = 1310.08
c[39][22] = 1011.96
c[39][23] = 1093.93
c[39][24] = 1237.67
c[39][25] = 1171.38
c[39][26] = 1044.41
c[39][27] = 1331.84
c[39][28] = 1633.5
c[39][29] = 1156.01
c[39][30] = 1427.03
c[39][31] = 1169.01
c[39][32] = 1070.95
c[39][33] = 1290.43
c[39][34] = 1580.96
c[39][35] = 1014.08
c[39][36] = 1116.69
c[39][37] = 1260.77
c[39][38] = 1418.25
c[39][39] = 864.359
c[39][40] = 1277.3
c[39][41] = 1417.71
c[39][42] = 1411.53
c[39][43] = 1278.68
c[39][44] = 1348.11
c[39][45] = 1186.78
c[39][46] = 1099.69
c[39][47] = 1213.09
c[39][48] = 1144.35
c[39][49] = 1294.82
c[39][50] = 1216.05
c[40][1] = 1333.7
c[40][2] = 1246.47
c[40][3] = 1348.76
c[40][4] = 1218.78
c[40][5] = 1117.59
c[40][6] = 1392.44
c[40][7] = 1014.51
c[40][8] = 1141.07
c[40][9] = 1216.82
c[40][10] = 1052.1
c[40][11] = 1217.98
c[40][12] = 1067.92
c[40][13] = 1336.68
c[40][14] = 1521.58
c[40][15] = 1323.1
c[40][16] = 1236.3
c[40][17] = 1128.45
c[40][18] = 1185.02
c[40][19] = 1451.92
c[40][20] = 1394.28
c[40][21] = 1310.08
c[40][22] = 1011.96
c[40][23] = 1093.93
c[40][24] = 1237.67
c[40][25] = 1171.38
c[40][26] = 1044.41
c[40][27] = 1331.84
c[40][28] = 1633.5
c[40][29] = 1156.01
c[40][30] = 1427.03
c[40][31] = 1169.01
c[40][32] = 1070.95
c[40][33] = 1290.43
c[40][34] = 1580.96
c[40][35] = 1014.08
c[40][36] = 1116.69
c[40][37] = 1260.77
c[40][38] = 1418.25
c[40][39] = 864.359
c[40][40] = 1277.3
c[40][41] = 1417.71
c[40][42] = 1411.53
c[40][43] = 1278.68
c[40][44] = 1348.11
c[40][45] = 1186.78
c[40][46] = 1099.69
c[40][47] = 1213.09
c[40][48] = 1144.35
c[40][49] = 1294.82
c[40][50] = 1216.05
c[41][1] = 1333.7
c[41][2] = 1246.47
c[41][3] = 1348.76
c[41][4] = 1218.78
c[41][5] = 1117.59
c[41][6] = 1392.44
c[41][7] = 1014.51
c[41][8] = 1141.07
c[41][9] = 1216.82
c[41][10] = 1052.1
c[41][11] = 1217.98
c[41][12] = 1067.92
c[41][13] = 1336.68
c[41][14] = 1521.58
c[41][15] = 1323.1
c[41][16] = 1236.3
c[41][17] = 1128.45
c[41][18] = 1185.02
c[41][19] = 1451.92
c[41][20] = 1394.28
c[41][21] = 1310.08
c[41][22] = 1011.96
c[41][23] = 1093.93
c[41][24] = 1237.67
c[41][25] = 1171.38
c[41][26] = 1044.41
c[41][27] = 1331.84
c[41][28] = 1633.5
c[41][29] = 1156.01
c[41][30] = 1427.03
c[41][31] = 1169.01
c[41][32] = 1070.95
c[41][33] = 1290.43
c[41][34] = 1580.96
c[41][35] = 1014.08
c[41][36] = 1116.69
c[41][37] = 1260.77
c[41][38] = 1418.25
c[41][39] = 864.359
c[41][40] = 1277.3
c[41][41] = 1417.71
c[41][42] = 1411.53
c[41][43] = 1278.68
c[41][44] = 1348.11
c[41][45] = 1186.78
c[41][46] = 1099.69
c[41][47] = 1213.09
c[41][48] = 1144.35
c[41][49] = 1294.82
c[41][50] = 1216.05
c[42][1] = 1333.7
c[42][2] = 1246.47
c[42][3] = 1348.76
c[42][4] = 1218.78
c[42][5] = 1117.59
c[42][6] = 1392.44
c[42][7] = 1014.51
c[42][8] = 1141.07
c[42][9] = 1216.82
c[42][10] = 1052.1
c[42][11] = 1217.98
c[42][12] = 1067.92
c[42][13] = 1336.68
c[42][14] = 1521.58
c[42][15] = 1323.1
c[42][16] = 1236.3
c[42][17] = 1128.45
c[42][18] = 1185.02
c[42][19] = 1451.92
c[42][20] = 1394.28
c[42][21] = 1310.08
c[42][22] = 1011.96
c[42][23] = 1093.93
c[42][24] = 1237.67
c[42][25] = 1171.38
c[42][26] = 1044.41
c[42][27] = 1331.84
c[42][28] = 1633.5
c[42][29] = 1156.01
c[42][30] = 1427.03
c[42][31] = 1169.01
c[42][32] = 1070.95
c[42][33] = 1290.43
c[42][34] = 1580.96
c[42][35] = 1014.08
c[42][36] = 1116.69
c[42][37] = 1260.77
c[42][38] = 1418.25
c[42][39] = 864.359
c[42][40] = 1277.3
c[42][41] = 1417.71
c[42][42] = 1411.53
c[42][43] = 1278.68
c[42][44] = 1348.11
c[42][45] = 1186.78
c[42][46] = 1099.69
c[42][47] = 1213.09
c[42][48] = 1144.35
c[42][49] = 1294.82
c[42][50] = 1216.05
c[43][1] = 1333.7
c[43][2] = 1246.47
c[43][3] = 1348.76
c[43][4] = 1218.78
c[43][5] = 1117.59
c[43][6] = 1392.44
c[43][7] = 1014.51
c[43][8] = 1141.07
c[43][9] = 1216.82
c[43][10] = 1052.1
c[43][11] = 1217.98
c[43][12] = 1067.92
c[43][13] = 1336.68
c[43][14] = 1521.58
c[43][15] = 1323.1
c[43][16] = 1236.3
c[43][17] = 1128.45
c[43][18] = 1185.02
c[43][19] = 1451.92
c[43][20] = 1394.28
c[43][21] = 1310.08
c[43][22] = 1011.96
c[43][23] = 1093.93
c[43][24] = 1237.67
c[43][25] = 1171.38
c[43][26] = 1044.41
c[43][27] = 1331.84
c[43][28] = 1633.5
c[43][29] = 1156.01
c[43][30] = 1427.03
c[43][31] = 1169.01
c[43][32] = 1070.95
c[43][33] = 1290.43
c[43][34] = 1580.96
c[43][35] = 1014.08
c[43][36] = 1116.69
c[43][37] = 1260.77
c[43][38] = 1418.25
c[43][39] = 864.359
c[43][40] = 1277.3
c[43][41] = 1417.71
c[43][42] = 1411.53
c[43][43] = 1278.68
c[43][44] = 1348.11
c[43][45] = 1186.78
c[43][46] = 1099.69
c[43][47] = 1213.09
c[43][48] = 1144.35
c[43][49] = 1294.82
c[43][50] = 1216.05
c[44][1] = 1333.7
c[44][2] = 1246.47
c[44][3] = 1348.76
c[44][4] = 1218.78
c[44][5] = 1117.59
